"indexed.date-time",DOI,title,URL,author,"container-title",publisher,"short-container-title","created.date-time"
"[""2020-03-11T00:41:33.000Z"",""2020-03-11T00:41:33.000Z""]","10.1101/2020.03.01.20029629","[""Risk estimation and prediction by modeling the transmission of the novel coronavirus (COVID-19) in mainland China excluding Hubei province""]","http://dx.doi.org/10.1101/2020.03.01.20029629","[{""given"":""Hui"",""sequence"":""first"",""affiliation"":[],""family"":""Wan""},{""given"":""Jing-an"",""sequence"":""additional"",""affiliation"":[],""family"":""Cui""},{""given"":""Guo-Jing"",""sequence"":""additional"",""affiliation"":[],""family"":""Yang""}]",,"Cold Spring Harbor Laboratory",,"2020-03-07T00:05:26.000Z"
"[""2020-03-11T00:41:37.000Z"",""2020-03-11T00:41:37.000Z""]","10.1101/2020.03.02.20030312","[""Preliminary estimating the reproduction number of the coronavirus disease (COVID-19) outbreak in Republic of Korea and Italy by 5 March 2020""]","http://dx.doi.org/10.1101/2020.03.02.20030312","[{""given"":""Zian"",""sequence"":""first"",""affiliation"":[],""family"":""Zhuang""},{""given"":""Shi"",""sequence"":""additional"",""ORCID"":""http://orcid.org/0000-0001-8722-6149"",""authenticated-orcid"":false,""affiliation"":[],""family"":""Zhao""},{""given"":""Qianying"",""sequence"":""additional"",""affiliation"":[],""family"":""Lin""},{""given"":""Peihua"",""sequence"":""additional"",""affiliation"":[],""family"":""Cao""},{""given"":""Yijun"",""sequence"":""additional"",""affiliation"":[],""family"":""Lou""},{""given"":""Lin"",""sequence"":""additional"",""affiliation"":[],""family"":""Yang""},{""given"":""Shu"",""sequence"":""additional"",""affiliation"":[],""family"":""Yang""},{""given"":""Daihai"",""sequence"":""additional"",""ORCID"":""http://orcid.org/0000-0003-3253-654X"",""authenticated-orcid"":false,""affiliation"":[],""family"":""He""},{""given"":""Li"",""sequence"":""additional"",""affiliation"":[],""family"":""Xiao""}]",,"Cold Spring Harbor Laboratory",,"2020-03-06T19:55:18.000Z"
"[""2020-03-11T00:41:39.000Z"",""2020-03-11T00:41:39.000Z""]","10.33321/cdi.2020.44.21","[""COVID-19, Australia: Epidemiology Report 6: Reporting week ending 1900 AEDT 7 March 2020""]","http://dx.doi.org/10.33321/cdi.2020.44.21","[{""given"":""Tracy"",""sequence"":""first"",""affiliation"":[{""name"":""NIR Surveillance Team, Communicable Disease Epidemiology and Surveillance Section, Health Protection Policy Branch, Australian Government Department of Health""}],""family"":""Tsang""},{""sequence"":""additional"",""affiliation"":[],""name"":""COVID-19 National Incident Room Surveillance Team""}]","[""Communicable Diseases Intelligence""]","Australian Government Department of Health","[""Commun Dis Intell""]","2020-03-11T00:16:04.000Z"
"[""2020-03-11T00:42:00.000Z"",""2020-03-11T00:42:00.000Z""]","10.1101/2020.03.01.20029769","[""The potential role of IL-6 in monitoring severe case of coronavirus disease 2019""]","http://dx.doi.org/10.1101/2020.03.01.20029769","[{""given"":""Tao"",""sequence"":""first"",""affiliation"":[],""family"":""Liu""},{""given"":""Jieying"",""sequence"":""additional"",""affiliation"":[],""family"":""Zhang""},{""given"":""Yuhui"",""sequence"":""additional"",""affiliation"":[],""family"":""Yang""},{""given"":""Hong"",""sequence"":""additional"",""affiliation"":[],""family"":""Ma""},{""given"":""Zhengyu"",""sequence"":""additional"",""affiliation"":[],""family"":""Li""},{""given"":""Jiaoyue"",""sequence"":""additional"",""affiliation"":[],""family"":""Zhang""},{""given"":""Ji"",""sequence"":""additional"",""affiliation"":[],""family"":""Cheng""},{""given"":""Xiaoyun"",""sequence"":""additional"",""affiliation"":[],""family"":""Zhang""},{""given"":""Yanxia"",""sequence"":""additional"",""affiliation"":[],""family"":""Zhao""},{""given"":""Zihan"",""sequence"":""additional"",""affiliation"":[],""family"":""Xia""},{""given"":""Liling"",""sequence"":""additional"",""affiliation"":[],""family"":""Zhang""},{""given"":""Gang"",""sequence"":""additional"",""affiliation"":[],""family"":""Wu""},{""given"":""Jianhua"",""sequence"":""additional"",""affiliation"":[],""family"":""Yi""}]",,"Cold Spring Harbor Laboratory",,"2020-03-06T23:55:17.000Z"
"[""2020-03-11T01:11:26.000Z"",""2020-03-11T01:11:26.000Z""]","10.1101/2020.02.28.20028514","[""Risk factors related to hepatic injury in patients with corona virus disease 2019""]","http://dx.doi.org/10.1101/2020.02.28.20028514","[{""given"":""Lu"",""sequence"":""first"",""affiliation"":[],""family"":""Li""},{""given"":""Shuang"",""sequence"":""additional"",""affiliation"":[],""family"":""Li""},{""given"":""Manman"",""sequence"":""additional"",""affiliation"":[],""family"":""Xu""},{""given"":""Pengfei"",""sequence"":""additional"",""affiliation"":[],""family"":""Yu""},{""given"":""Sujun"",""sequence"":""additional"",""affiliation"":[],""family"":""Zheng""},{""given"":""Zhongping"",""sequence"":""additional"",""affiliation"":[],""family"":""Duan""},{""given"":""Jing"",""sequence"":""additional"",""affiliation"":[],""family"":""Liu""},{""given"":""Yu"",""sequence"":""additional"",""affiliation"":[],""family"":""Chen""},{""given"":""Junfeng"",""sequence"":""additional"",""affiliation"":[],""family"":""Li""}]",,"Cold Spring Harbor Laboratory",,"2020-03-03T13:55:13.000Z"
"[""2020-03-11T01:11:32.000Z"",""2020-03-11T01:11:32.000Z""]","10.1186/s13104-020-04986-7","[""The impact of point-of-care testing for influenza A and B on patient flow and management in a medical assessment unit of a general hospital""]","http://dx.doi.org/10.1186/s13104-020-04986-7","[{""given"":""S."",""sequence"":""first"",""affiliation"":[],""family"":""O’Connell""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Conlan""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Reidy""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Stack""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Mulgrew""},{""given"":""J."",""sequence"":""additional"",""affiliation"":[],""family"":""Baruah""}]","[""BMC Research Notes""]","Springer Science and Business Media LLC","[""BMC Res Notes""]","2020-03-10T12:02:53.000Z"
"[""2020-03-11T01:41:22.000Z"",""2020-03-11T01:41:22.000Z""]","10.1126/science.abb6611","[""How an Australian researcher ended up in the spotlight at a White House coronavirus briefing""]","http://dx.doi.org/10.1126/science.abb6611","[{""given"":""David"",""sequence"":""first"",""affiliation"":[],""family"":""Malakoff""}]","[""Science""]","American Association for the Advancement of Science (AAAS)","[""Science""]","2020-03-11T01:10:11.000Z"
"[""2020-03-11T01:41:26.000Z"",""2020-03-11T01:41:26.000Z""]","10.1126/science.abb6526","[""Mutations can reveal how the coronavirus moves—but they’re easy to overinterpret""]","http://dx.doi.org/10.1126/science.abb6526","[{""given"":""Kai"",""sequence"":""first"",""affiliation"":[],""family"":""Kupferschmidt""}]","[""Science""]","American Association for the Advancement of Science (AAAS)","[""Science""]","2020-03-10T01:10:09.000Z"
"[""2020-03-11T03:40:56.000Z"",""2020-03-11T03:40:56.000Z""]","10.1038/d41586-020-00660-x","[""Why does the coronavirus spread so easily between people?""]","http://dx.doi.org/10.1038/d41586-020-00660-x","[{""given"":""Smriti"",""sequence"":""first"",""affiliation"":[],""family"":""Mallapaty""}]","[""Nature""]","Springer Science and Business Media LLC","[""Nature""]","2020-03-06T20:02:33.000Z"
"[""2020-03-11T04:40:23.000Z"",""2020-03-11T04:40:23.000Z""]","10.1016/j.jhin.2020.03.008","[""Makeshift hospitals for COVID-19 patients: where health-care workers and patients need sufficient ventilation for more protection""]","http://dx.doi.org/10.1016/j.jhin.2020.03.008","[{""given"":""Chen"",""sequence"":""first"",""affiliation"":[],""family"":""Chen""},{""given"":""Bin"",""sequence"":""additional"",""affiliation"":[],""family"":""Zhao""}]","[""Journal of Hospital Infection""]","Elsevier BV","[""Journal of Hospital Infection""]","2020-03-10T07:07:16.000Z"
"[""2020-03-11T04:41:32.000Z"",""2020-03-11T04:41:32.000Z""]","10.2210/pdb5r83/pdb","[""PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z44592329""]","http://dx.doi.org/10.2210/pdb5r83/pdb","[{""given"":""D."",""sequence"":""first"",""affiliation"":[],""family"":""Fearon""},{""given"":""A.J."",""sequence"":""additional"",""affiliation"":[],""family"":""Powell""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Douangamath""},{""given"":""C.D."",""sequence"":""additional"",""affiliation"":[],""family"":""Owen""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Wild""},{""given"":""T."",""sequence"":""additional"",""affiliation"":[],""family"":""Krojer""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Lukacik""},{""given"":""C.M."",""sequence"":""additional"",""affiliation"":[],""family"":""Strain-Damerell""},{""given"":""M.A."",""sequence"":""additional"",""affiliation"":[],""family"":""Walsh""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""von Delft""}]",,"Worldwide Protein Data Bank",,"2020-03-10T17:16:37.000Z"
"[""2020-03-11T04:41:32.000Z"",""2020-03-11T04:41:32.000Z""]","10.2210/pdb5r82/pdb","[""PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z219104216""]","http://dx.doi.org/10.2210/pdb5r82/pdb","[{""given"":""D."",""sequence"":""first"",""affiliation"":[],""family"":""Fearon""},{""given"":""A.J."",""sequence"":""additional"",""affiliation"":[],""family"":""Powell""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Douangamath""},{""given"":""C.D."",""sequence"":""additional"",""affiliation"":[],""family"":""Owen""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Wild""},{""given"":""T."",""sequence"":""additional"",""affiliation"":[],""family"":""Krojer""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Lukacik""},{""given"":""C.M."",""sequence"":""additional"",""affiliation"":[],""family"":""Strain-Damerell""},{""given"":""M.A."",""sequence"":""additional"",""affiliation"":[],""family"":""Walsh""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""von Delft""}]",,"Worldwide Protein Data Bank",,"2020-03-10T17:16:37.000Z"
"[""2020-03-11T04:41:32.000Z"",""2020-03-11T04:41:32.000Z""]","10.2210/pdb5r7y/pdb","[""PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z45617795""]","http://dx.doi.org/10.2210/pdb5r7y/pdb","[{""given"":""D."",""sequence"":""first"",""affiliation"":[],""family"":""Fearon""},{""given"":""A.J."",""sequence"":""additional"",""affiliation"":[],""family"":""Powell""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Douangamath""},{""given"":""C.D."",""sequence"":""additional"",""affiliation"":[],""family"":""Owen""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Wild""},{""given"":""T."",""sequence"":""additional"",""affiliation"":[],""family"":""Krojer""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Lukacik""},{""given"":""C.M."",""sequence"":""additional"",""affiliation"":[],""family"":""Strain-Damerell""},{""given"":""M.A."",""sequence"":""additional"",""affiliation"":[],""family"":""Walsh""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""von Delft""}]",,"Worldwide Protein Data Bank",,"2020-03-10T17:16:37.000Z"
"[""2020-03-11T04:41:32.000Z"",""2020-03-11T04:41:32.000Z""]","10.2210/pdb5r7z/pdb","[""PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z1220452176""]","http://dx.doi.org/10.2210/pdb5r7z/pdb","[{""given"":""D."",""sequence"":""first"",""affiliation"":[],""family"":""Fearon""},{""given"":""A.J."",""sequence"":""additional"",""affiliation"":[],""family"":""Powell""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Douangamath""},{""given"":""C.D."",""sequence"":""additional"",""affiliation"":[],""family"":""Owen""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Wild""},{""given"":""T."",""sequence"":""additional"",""affiliation"":[],""family"":""Krojer""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Lukacik""},{""given"":""C.M."",""sequence"":""additional"",""affiliation"":[],""family"":""Strain-Damerell""},{""given"":""M.A."",""sequence"":""additional"",""affiliation"":[],""family"":""Walsh""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""von Delft""}]",,"Worldwide Protein Data Bank",,"2020-03-10T17:16:37.000Z"
"[""2020-03-11T04:41:32.000Z"",""2020-03-11T04:41:32.000Z""]","10.2210/pdb5r80/pdb","[""PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z18197050""]","http://dx.doi.org/10.2210/pdb5r80/pdb","[{""given"":""D."",""sequence"":""first"",""affiliation"":[],""family"":""Fearon""},{""given"":""A.J."",""sequence"":""additional"",""affiliation"":[],""family"":""Powell""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Douangamath""},{""given"":""C.D."",""sequence"":""additional"",""affiliation"":[],""family"":""Owen""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Wild""},{""given"":""T."",""sequence"":""additional"",""affiliation"":[],""family"":""Krojer""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Lukacik""},{""given"":""C.M."",""sequence"":""additional"",""affiliation"":[],""family"":""Strain-Damerell""},{""given"":""M.A."",""sequence"":""additional"",""affiliation"":[],""family"":""Walsh""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""von Delft""}]",,"Worldwide Protein Data Bank",,"2020-03-10T17:16:37.000Z"
"[""2020-03-11T04:41:32.000Z"",""2020-03-11T04:41:32.000Z""]","10.2210/pdb5r84/pdb","[""PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z31792168""]","http://dx.doi.org/10.2210/pdb5r84/pdb","[{""given"":""D."",""sequence"":""first"",""affiliation"":[],""family"":""Fearon""},{""given"":""A.J."",""sequence"":""additional"",""affiliation"":[],""family"":""Powell""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Douangamath""},{""given"":""C.D."",""sequence"":""additional"",""affiliation"":[],""family"":""Owen""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Wild""},{""given"":""T."",""sequence"":""additional"",""affiliation"":[],""family"":""Krojer""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Lukacik""},{""given"":""C.M."",""sequence"":""additional"",""affiliation"":[],""family"":""Strain-Damerell""},{""given"":""M.A."",""sequence"":""additional"",""affiliation"":[],""family"":""Walsh""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""von Delft""}]",,"Worldwide Protein Data Bank",,"2020-03-10T17:16:37.000Z"
"[""2020-03-11T04:41:32.000Z"",""2020-03-11T04:41:32.000Z""]","10.2210/pdb5r81/pdb","[""PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z1367324110""]","http://dx.doi.org/10.2210/pdb5r81/pdb","[{""given"":""D."",""sequence"":""first"",""affiliation"":[],""family"":""Fearon""},{""given"":""A.J."",""sequence"":""additional"",""affiliation"":[],""family"":""Powell""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Douangamath""},{""given"":""C.D."",""sequence"":""additional"",""affiliation"":[],""family"":""Owen""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Wild""},{""given"":""T."",""sequence"":""additional"",""affiliation"":[],""family"":""Krojer""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Lukacik""},{""given"":""C.M."",""sequence"":""additional"",""affiliation"":[],""family"":""Strain-Damerell""},{""given"":""M.A."",""sequence"":""additional"",""affiliation"":[],""family"":""Walsh""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""von Delft""}]",,"Worldwide Protein Data Bank",,"2020-03-10T17:16:37.000Z"
"[""2020-03-11T04:41:33.000Z"",""2020-03-11T04:41:33.000Z""]","10.2210/pdb6lu7/pdb","[""The crystal structure of COVID-19 main protease in complex with an inhibitor N3""]","http://dx.doi.org/10.2210/pdb6lu7/pdb","[{""given"":""X."",""sequence"":""first"",""affiliation"":[],""family"":""Liu""},{""given"":""B."",""sequence"":""additional"",""affiliation"":[],""family"":""Zhang""},{""given"":""Z."",""sequence"":""additional"",""affiliation"":[],""family"":""Jin""},{""given"":""H."",""sequence"":""additional"",""affiliation"":[],""family"":""Yang""},{""given"":""Z."",""sequence"":""additional"",""affiliation"":[],""family"":""Rao""}]",,"Worldwide Protein Data Bank",,"2020-02-04T18:16:43.000Z"
"[""2020-03-11T04:41:33.000Z"",""2020-03-11T04:41:33.000Z""]","10.2210/pdb6m03/pdb","[""The crystal structure of COVID-19 main protease in apo form""]","http://dx.doi.org/10.2210/pdb6m03/pdb","[{""given"":""B."",""sequence"":""first"",""affiliation"":[],""family"":""Zhang""},{""given"":""Y."",""sequence"":""additional"",""affiliation"":[],""family"":""Zhao""},{""given"":""Z."",""sequence"":""additional"",""affiliation"":[],""family"":""Jin""},{""given"":""X."",""sequence"":""additional"",""affiliation"":[],""family"":""Liu""},{""given"":""H."",""sequence"":""additional"",""affiliation"":[],""family"":""Yang""},{""given"":""Z."",""sequence"":""additional"",""affiliation"":[],""family"":""Rao""}]",,"Worldwide Protein Data Bank",,"2020-02-25T18:17:57.000Z"
"[""2020-03-11T04:41:37.000Z"",""2020-03-11T04:41:37.000Z""]","10.2210/pdb6vyo/pdb","[""Crystal structure of RNA binding domain of nucleocapsid phosphoprotein from SARS coronavirus 2""]","http://dx.doi.org/10.2210/pdb6vyo/pdb","[{""given"":""C."",""sequence"":""first"",""affiliation"":[],""family"":""Chang""},{""given"":""K."",""sequence"":""additional"",""affiliation"":[],""family"":""Michalska""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""Jedrzejczak""},{""given"":""N."",""sequence"":""additional"",""affiliation"":[],""family"":""Maltseva""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Endres""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Godzik""},{""given"":""Y."",""sequence"":""additional"",""affiliation"":[],""family"":""Kim""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Joachimiak""},{""sequence"":""additional"",""affiliation"":[],""name"":""Center for Structural Genomics of Infectious Diseases (CSGID)""}]",,"Worldwide Protein Data Bank",,"2020-03-03T18:16:20.000Z"
"[""2020-03-11T04:41:38.000Z"",""2020-03-11T04:41:38.000Z""]","10.2210/pdb6y84/pdb","[""COVID-19 main protease with unliganded active site (2019-nCoV, coronavirus disease 2019, SARS-CoV-2)""]","http://dx.doi.org/10.2210/pdb6y84/pdb","[{""given"":""C.D."",""sequence"":""first"",""affiliation"":[],""family"":""Owen""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Lukacik""},{""given"":""C.M."",""sequence"":""additional"",""affiliation"":[],""family"":""Strain-Damerell""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Douangamath""},{""given"":""A.J."",""sequence"":""additional"",""affiliation"":[],""family"":""Powell""},{""given"":""D."",""sequence"":""additional"",""affiliation"":[],""family"":""Fearon""},{""given"":""J."",""sequence"":""additional"",""affiliation"":[],""family"":""Brandao-Neto""},{""given"":""A.D."",""sequence"":""additional"",""affiliation"":[],""family"":""Crawshaw""},{""given"":""D."",""sequence"":""additional"",""affiliation"":[],""family"":""Aragao""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Williams""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""Flaig""},{""given"":""D."",""sequence"":""additional"",""affiliation"":[],""family"":""Hall""},{""given"":""K."",""sequence"":""additional"",""affiliation"":[],""family"":""McAauley""},{""given"":""D.I."",""sequence"":""additional"",""affiliation"":[],""family"":""Stuart""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""von Delft""},{""given"":""M.A."",""sequence"":""additional"",""affiliation"":[],""family"":""Walsh""}]",,"Worldwide Protein Data Bank",,"2020-03-10T17:16:37.000Z"
"[""2020-03-11T04:41:58.000Z"",""2020-03-11T04:41:58.000Z""]","10.3934/mbe.2020147","[""Effects of media reporting on mitigating spread of COVID-19 in the early phase of the outbreak""]","http://dx.doi.org/10.3934/mbe.2020147",,"[""Mathematical Biosciences and Engineering""]","American Institute of Mathematical Sciences (AIMS)",,"2020-03-10T07:26:19.000Z"
"[""2020-03-11T04:43:21.000Z"",""2020-03-11T04:43:21.000Z""]","10.1101/2020.03.07.20032672","[""Clinical outcomes of 402 patients with COVID-2019 from a single center in Wuhan, China""]","http://dx.doi.org/10.1101/2020.03.07.20032672","[{""given"":""Yingjie"",""sequence"":""first"",""affiliation"":[],""family"":""Wu""},{""given"":""Wei"",""sequence"":""additional"",""affiliation"":[],""family"":""Guo""},{""given"":""Huan"",""sequence"":""additional"",""affiliation"":[],""family"":""Liu""},{""given"":""Bei"",""sequence"":""additional"",""affiliation"":[],""family"":""Qi""},{""given"":""Ke"",""sequence"":""additional"",""affiliation"":[],""family"":""Liang""},{""given"":""Bo"",""sequence"":""additional"",""affiliation"":[],""family"":""Xu""},{""given"":""Zhiyong"",""sequence"":""additional"",""affiliation"":[],""family"":""Peng""},{""given"":""Shu-Yuan"",""sequence"":""additional"",""ORCID"":""http://orcid.org/0000-0003-0484-932X"",""authenticated-orcid"":false,""affiliation"":[],""family"":""Xiao""}]",,"Cold Spring Harbor Laboratory",,"2020-03-11T04:25:10.000Z"
"[""2020-03-11T04:43:25.000Z"",""2020-03-11T04:43:25.000Z""]","10.1128/jcm.38.12.4523-4526.2000","[""Characterization of a Coronavirus Isolated from a Diarrheic Foal""]","http://dx.doi.org/10.1128/jcm.38.12.4523-4526.2000","[{""given"":""James S."",""sequence"":""first"",""affiliation"":[{""name"":""Department of Microbiology, Pathology and Parasitology\n1\n and""}],""family"":""Guy""},{""given"":""Jamie J."",""sequence"":""additional"",""affiliation"":[{""name"":""Department of Microbiology, Pathology and Parasitology\n1\n and""}],""family"":""Breslin""},{""given"":""Babetta"",""sequence"":""additional"",""affiliation"":[{""name"":""Department of Clinical Sciences,\n2\n College of Veterinary Medicine, North Carolina State University, Raleigh, North Carolina 27606""}],""family"":""Breuhaus""},{""given"":""Sally"",""sequence"":""additional"",""affiliation"":[{""name"":""Department of Clinical Sciences,\n2\n College of Veterinary Medicine, North Carolina State University, Raleigh, North Carolina 27606""}],""family"":""Vivrette""},{""given"":""Lynda G."",""sequence"":""additional"",""affiliation"":[{""name"":""Department of Microbiology, Pathology and Parasitology\n1\n and""}],""family"":""Smith""}]","[""Journal of Clinical Microbiology""]","American Society for Microbiology",,"2019-12-31T17:51:46.000Z"
"[""2020-03-11T05:11:16.000Z"",""2020-03-11T05:11:16.000Z""]","10.26434/chemrxiv.11871402","[""Repurposing Therapeutics for COVID-19: Supercomputer-Based Docking to the SARS-CoV-2 Viral Spike Protein and Viral Spike Protein-Human ACE2 Interface""]","http://dx.doi.org/10.26434/chemrxiv.11871402","[{""given"":""Micholas"",""sequence"":""first"",""affiliation"":[],""family"":""Smith""},{""given"":""Jeremy C."",""sequence"":""first"",""affiliation"":[],""family"":""Smith""}]",,"American Chemical Society (ACS)",,"2020-02-20T06:41:47.000Z"
"[""2020-03-11T05:11:18.000Z"",""2020-03-11T05:11:18.000Z""]","10.26434/chemrxiv.11871402.v3","[""Repurposing Therapeutics for COVID-19: Supercomputer-Based Docking to the SARS-CoV-2 Viral Spike Protein and Viral Spike Protein-Human ACE2 Interface""]","http://dx.doi.org/10.26434/chemrxiv.11871402.v3","[{""given"":""Micholas"",""sequence"":""first"",""affiliation"":[],""family"":""Smith""},{""given"":""Jeremy C."",""sequence"":""first"",""affiliation"":[],""family"":""Smith""}]",,"American Chemical Society (ACS)",,"2020-02-27T06:54:23.000Z"
"[""2020-03-11T05:11:19.000Z"",""2020-03-11T05:11:19.000Z""]","10.1101/2020.03.07.20031575","[""Prognostic value of NT-proBNP in patients with severe COVID-19""]","http://dx.doi.org/10.1101/2020.03.07.20031575","[{""given"":""Lei"",""sequence"":""first"",""affiliation"":[],""family"":""Gao""},{""given"":""Dan"",""sequence"":""additional"",""affiliation"":[],""family"":""Jiang""},{""given"":""Xuesong"",""sequence"":""additional"",""affiliation"":[],""family"":""Wen""},{""given"":""Xiaocheng"",""sequence"":""additional"",""affiliation"":[],""family"":""Cheng""},{""given"":""Min"",""sequence"":""additional"",""affiliation"":[],""family"":""Sun""},{""given"":""Bin"",""sequence"":""additional"",""affiliation"":[],""family"":""He""},{""given"":""Lin-na"",""sequence"":""additional"",""affiliation"":[],""family"":""You""},{""given"":""Peng"",""sequence"":""additional"",""affiliation"":[],""family"":""Lei""},{""given"":""Xiao-wei"",""sequence"":""additional"",""affiliation"":[],""family"":""Tan""},{""given"":""Shu"",""sequence"":""additional"",""affiliation"":[],""family"":""Qin""},{""given"":""Guoqiang"",""sequence"":""additional"",""affiliation"":[],""family"":""Cai""},{""given"":""Dongying"",""sequence"":""additional"",""affiliation"":[],""family"":""Zhang""}]",,"Cold Spring Harbor Laboratory",,"2020-03-11T04:55:25.000Z"
"[""2020-03-11T05:11:20.000Z"",""2020-03-11T05:11:20.000Z""]","10.1101/2020.03.08.20031658","[""Clinical Characteristics of SARS-CoV-2 Pneumonia Compared to Controls in Chinese Han Population""]","http://dx.doi.org/10.1101/2020.03.08.20031658","[{""given"":""Yang"",""sequence"":""first"",""affiliation"":[],""family"":""Xu""},{""given"":""Yi-rong"",""sequence"":""additional"",""affiliation"":[],""family"":""Li""},{""given"":""Qiang"",""sequence"":""additional"",""affiliation"":[],""family"":""Zeng""},{""given"":""Zhi-bing"",""sequence"":""additional"",""affiliation"":[],""family"":""Lu""},{""given"":""Yong-zhe"",""sequence"":""additional"",""affiliation"":[],""family"":""Li""},{""given"":""Wei"",""sequence"":""additional"",""affiliation"":[],""family"":""Wu""},{""given"":""Sheng-yong"",""sequence"":""additional"",""affiliation"":[],""family"":""Dong""},{""given"":""Gang"",""sequence"":""additional"",""affiliation"":[],""family"":""Huang""},{""given"":""Xing-huan"",""sequence"":""additional"",""affiliation"":[],""family"":""Wang""}]",,"Cold Spring Harbor Laboratory",,"2020-03-11T04:55:14.000Z"
"[""2020-03-11T05:11:27.000Z"",""2020-03-11T05:11:27.000Z""]","10.26434/chemrxiv.11871402.v4","[""Repurposing Therapeutics for COVID-19: Supercomputer-Based Docking to the SARS-CoV-2 Viral Spike Protein and Viral Spike Protein-Human ACE2 Interface""]","http://dx.doi.org/10.26434/chemrxiv.11871402.v4","[{""given"":""Micholas"",""sequence"":""first"",""affiliation"":[],""family"":""Smith""},{""given"":""Jeremy C."",""sequence"":""first"",""affiliation"":[],""family"":""Smith""}]",,"American Chemical Society (ACS)",,"2020-03-11T04:43:46.000Z"
